,ADMISSION DATA 2020,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
299,Welfare,Early Childhood Education and Care,CW748,270,,,,270,,327,8,"Institute of Technology, Carlow",,,,,,,,,,,
300,Welfare,Professional Social Care Practice,CW758,336,,,,336,,358,8,"Institute of Technology, Carlow",,,,,,,,,,,
301,Personal services,Sport Coaching and Business Management - GAA (portfolio),CW807,700,,,,700,,700,7,"Institute of Technology, Carlow",#,,,,,,,,,,
302,Business and administration,Media and Public Relations,CW808,251,,,,251,,298,8,"Institute of Technology, Carlow",,,,,,,,,,,
303,Personal services,Sport Coaching and Business Management - Rugby (portfolio),CW817,700,,,,700,,700,7,"Institute of Technology, Carlow",#,,,,,,,,,,
304,Personal services,Sport Coaching and Business Management - Soccer (portfolio),CW827,700,,,,700,,700,7,"Institute of Technology, Carlow",#,,,,,,,,,,
305,Information and Communication Technologies (ICTs),Digital Marketing with Analytics,CW837,200,,,,200,,356,7,"Institute of Technology, Carlow",,,,,,,,,,,
306,Information and Communication Technologies (ICTs),Digital Marketing with Analytics,CW848,254,,,,269,,326,8,"Institute of Technology, Carlow",,,,,,,,,,,
307,Personal services,"Sports Management and Coaching (options, portfolio)",CW858,700,,,,700,,700,8,"Institute of Technology, Carlow",#,,,,,,,,,,
308,Business and administration,Business,CW906,177,,,,177,,297,6,"Institute of Technology, Carlow",,,,,,,,,,,
309,Business and administration,Business (options),CW908,280,,,,280,,357,8,"Institute of Technology, Carlow",,,,,,,,,,,
310,Business and administration,Business (options),CW917,224,,,,224,,378,7,"Institute of Technology, Carlow",,,,,,,,,,,
311,Business and administration,Business with Law,CW926,210,,,,210,,409,6,"Institute of Technology, Carlow",,,,,,,,,,,
312,Business and administration,Accounting,CW936,231,,,,231,,403,6,"Institute of Technology, Carlow",,,,,,,,,,,
313,Business and administration,Business with Law,CW938,283,,,,283,,301,8,"Institute of Technology, Carlow",,,,,,,,,,,
314,Business and administration,Accounting,CW948,300,,,,300,,364,8,"Institute of Technology, Carlow",,,,,,,,,,,
315,Information and Communication Technologies (ICTs),Computing,DB500,218,,218,,218,,301,8,Dublin Business School,,avp,,,,,,,,,
316,Information and Communication Technologies (ICTs),Computing (Cloud Computing),DB501,227,,227,,227,,280,8,Dublin Business School,,avp,,,,,,,,,
317,Information and Communication Technologies (ICTs),Computing (Data Analytics and Big Data),DB502,341,,341,,334,,377,8,Dublin Business School,,avp,,,,,,,,,
318,Information and Communication Technologies (ICTs),Computing (Software Development),DB503,225,,225,,225,,281,8,Dublin Business School,,avp,,,,,,,,,
319,Information and Communication Technologies (ICTs),Computing (Web and Mobile Technology),DB504,,,281,,281,,281,8,Dublin Business School,,avp,,,,,,,,,
320,Arts,Audio Production and Music Project Management,DB510,234,,223,,223,,290,8,Dublin Business School,,avp,,,,,,,,,
321,Business and administration,Business Studies,DB512,218,,203,,203,,308,8,Dublin Business School,,avp,,,,,,,,,
322,Business and administration,Business Studies (Law),DB514,252,,,,251,,270,8,Dublin Business School,,avp,,,,,,,,,
323,Business and administration,Business Studies (Human Resource Management),DB515,244,,244,,244,,326,8,Dublin Business School,,avp,,,,,,,,,
324,Business and administration,Financial Services,DB516,,,,,,,,8,Dublin Business School,,,,,,,,,,,
325,Business and administration,Marketing (Event Management),DB517,238,,,,238,,309,8,Dublin Business School,,avp,,,,,,,,,
326,Business and administration,Accounting and Finance,DB521,225,,195,,195,,318,8,Dublin Business School,,avp,,,,,,,,,
327,Information and Communication Technologies (ICTs),Business (Information Systems),DB524,342,,309,,309,,409,8,Dublin Business School,,avp,,,,,,,,,
328,Information and Communication Technologies (ICTs),Business (Cloud Computing),DB526,347,,,,347,,423,8,Dublin Business School,,avp,,,,,,,,,
329,Social and behavioural sciences,Applied Social Care,DB527,234,,260,,234,,306,8,Dublin Business School,,avp,,,,,,,,,
330,Social and behavioural sciences,Applied Social Care,DB528,AQA,,AQA,,AQA,,337,7,Dublin Business School,,avp,,,,,,,,,
331,Business and administration,Marketing,DB531,293,,,,293,,336,8,Dublin Business School,,avp,,,,,,,,,
332,Arts,Sound Engineering and Music Production,DB534,AQA,,AQA,,AQA,,338,6,Dublin Business School,,avp,,,,,,,,,
333,Social and behavioural sciences,Psychology,DB562,243,,229,,229,,322,8,Dublin Business School,,avp,,,,,,,,,
334,Arts,Arts,DB563,161,,189,,161,,357,6,Dublin Business School,,avp,,,,,,,,,
335,Social and behavioural sciences,Social Science,DB566,220,,227,,220,,290,8,Dublin Business School,,avp,,,,,,,,,
336,Arts,Film and Creative Media,DB567,218,,202,,202,,290,8,Dublin Business School,,avp,,,,,,,,,
337,Law,Law,DB568,219,,252,,217,,309,8,Dublin Business School,,avp,,,,,,,,,
338,Business and administration,Business (Psychology),DB569,252,,,,252,,284,8,Dublin Business School,,avp,,,,,,,,,
339,Business and administration,Business Studies,DB571,173,,211,,122,,398,7,Dublin Business School,,avp,,,,,,,,,
340,Business and administration,Business in Accounting,DB572,119,,117,,117,,368,7,Dublin Business School,,avp,,,,,,,,,
341,Business and administration,Business in Marketing,DB573,117,,146,,117,,388,7,Dublin Business School,,avp,,,,,,,,,
342,Information and Communication Technologies (ICTs),Business in Information Technology,DB574,136,,388,,136,,388,7,Dublin Business School,,avp,,,,,,,,,
343,Arts,Film and Creative Media,DB576,AQA,,AQA,,AQA,,338,7,Dublin Business School,,avp,,,,,,,,,
344,Education,Education - Early Childhood Education,DC001,440,,,,440,,462,8,Dublin City University,,,,,,,,,,,
345,Education,Education - Primary Teaching,DC002,488,,,,488,,520,8,Dublin City University,,,,,,,,,,,
346,Education,Education - Primary Teaching - Gaeltacht Applicants,DC003,445,,,,445,,462,8,Dublin City University,#,,,,,,,,,,
347,Education,Education - Primary Teaching (Church of Ireland Centre formerly CICE),DC004,411,,409,,409,,463,8,Dublin City University,#,,,,,,,,,,
348,Arts,Arts (Joint Honours) - Humanities,DC009,376,,,,376,,423,8,Dublin City University,,,,,,,,,,,
349,Education,Post Primary Teacher Education - Religious Education and English,DC010,441,,429,,429,,465,8,Dublin City University,,,,,,,,,,,
350,Education,Post Primary Teacher Education - Religious Education and History,DC011,412,,391,,391,,429,8,Dublin City University,,,,,,,,,,,
351,Education,Post Primary Teacher Education - Religious Education and Music,DC012,378,,,,378,,420,8,Dublin City University,#,,,,,,,,,,
352,Education,Post Primary Teacher Ed - Gaeilge with French/German/Spanish,DC013,419,,,,419,,487,8,Dublin City University,,,,,,,,,,,
353,Arts,BA in Jazz and Contemporary Music Performance (audition),DC014,419,,,,419,,605,8,Dublin City University,#,,,,,,,,,,
354,Languages,Business Studies International,DC110,465,,,,465,,488,8,Dublin City University,,,,,,,,,,,
355,Business and administration,Business Studies,DC111,488,,,,488,,507,8,Dublin City University,,,,,,,,,,,
356,Business and administration,Global Business (France),DC112,517,,510,,510,,532,8,Dublin City University,,,,,,,,,,,
357,Business and administration,Global Business (Germany),DC113,462,,,,462,,496,8,Dublin City University,,,,,,,,,,,
358,Business and administration,Global Business (Spain),DC114,522,,,,522,,545,8,Dublin City University,,,,,,,,,,,
359,Business and administration,Accounting and Finance,DC115,510,,,,510,,544,8,Dublin City University,,,,,,,,,,,
360,Business and administration,Global Business (USA),DC116,579,,,,579,,601,8,Dublin City University,,,,,,,,,,,
361,Engineering and engineering trades,Aviation Management / Aviation Management with Pilot Studies,DC117,476,,475,,475,,500,8,Dublin City University,,,,,,,,,,,
362,Business and administration,Gnó agus Gaeilge / Business and Irish,DC118,359,,,,359,,429,8,Dublin City University,,,,,,,,,,,
